id,location_clean,title_cat_ChatGPT,seniority_level_5,days_online_grouped,job_type,tech_stack
470,Bremen,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
471,Mannheim,Other,Entry level,0-7,-,Python
472,München,Data Scientist,Entry level,0-7,Full-time,Python
473,Heilbronn,Other,Entry level,15-21,-,Python
474,Esch,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
475,Nordrhein-Westfalen,AI Engineer,Associate/Mid-Level,8-14,-,Python
476,Berlin,Other,Associate/Mid-Level,8-14,Full-time,Python
477,Bayreuth,Machine Learning Engineer,Entry level,0-7,Full-time,-
478,Berlin,AI Engineer,Associate/Mid-Level,22-28,Full-time,-
479,Hamburg,Data Engineer,Associate/Mid-Level,0-7,Full-time,Python
480,Köln,Data Scientist,Entry level,29+,-,Python
481,Coburg,Other,Associate/Mid-Level,15-21,Full-time,-
482,Berlin,Other,Associate/Mid-Level,8-14,Full-time,-
483,Fellbach,Data Scientist,Senior,15-21,Full-time,Python
484,Freiburg,Other,Associate/Mid-Level,15-21,Full-time,-
485,Deutschland,Other,Associate/Mid-Level,15-21,Full-time,-
486,Deutschland,Other,Associate/Mid-Level,0-7,Full-time,-
487,Berlin,Other,Associate/Mid-Level,0-7,Full-time,-
488,Karlsruhe,Machine Learning Engineer,Associate/Mid-Level,0-7,Full-time,Python
489,Konstanz,Data Analyst,Associate/Mid-Level,29+,Full-time,-
490,Berlin,Machine Learning Engineer,Director,0-7,Full-time,Python
491,München,Data Scientist,Entry level,0-7,Full-time,Python
492,Berlin,Data Scientist,Senior,29+,Full-time,Python
493,Köln,Data Scientist,Entry level,29+,-,Python
494,Berlin,Other,Associate/Mid-Level,0-7,Full-time,-
495,Bremerhaven,AI Engineer,Associate/Mid-Level,15-21,Full-time,-
497,Leipzig,Other,Associate/Mid-Level,0-7,Full-time,Python
498,München,Other,Associate/Mid-Level,8-14,Full-time,Python
499,Köln,Data Scientist,Associate/Mid-Level,22-28,Full-time,Python
500,Berlin,Data Scientist,Senior,15-21,Full-time,Python
501,Karlsruhe,Machine Learning Engineer,Entry level,22-28,-,Python
502,Berlin,Data Analyst,Associate/Mid-Level,15-21,Full-time,Python
504,Deutschland,Other,Associate/Mid-Level,15-21,Full-time,Python
505,Berlin,Other,Associate/Mid-Level,29+,Full-time,-
506,Mailand,AI/ML Specialist,Associate/Mid-Level,0-7,Full-time,Python
507,Frankfurt am Main,Data Engineer,Associate/Mid-Level,8-14,Full-time,Python
508,Frankfurt am Main,Other,Associate/Mid-Level,29+,Full-time,-
509,Kassel,Data Scientist,Entry level,29+,-,Python
510,München,Machine Learning Engineer,Entry level,8-14,Full-time,Python
511,Deutschland,Data Scientist,Senior,29+,Full-time,Python
512,Stuttgart,Data Engineer,Associate/Mid-Level,0-7,Full-time,Python
513,Karlsruhe,Machine Learning Engineer,Entry level,22-28,-,Python
514,Berlin,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
515,Berlin,Data Engineer,Entry level,15-21,Full-time,Python
516,Frankfurt am Main,AI/ML Specialist,Associate/Mid-Level,15-21,Full-time,-
517,München,Other,Associate/Mid-Level,29+,Full-time,Python
518,Deutschland,Data Scientist,Senior,0-7,Full-time,Python
519,München,Data Scientist,Senior,0-7,Full-time,Python
520,Ulm,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
522,Hamburg,Data Analyst,Associate/Mid-Level,29+,Full-time,Python
523,Stuttgart,Other,Associate/Mid-Level,8-14,Full-time,-
524,Aachen,Other,Entry level,29+,-,Python
525,Erlangen,Data Scientist,Senior,0-7,Full-time,Python
526,Münster,Data Analyst,Associate/Mid-Level,29+,Full-time,Python
527,Köln,Data Engineer,Entry level,8-14,Full-time,Python
529,München,Data Engineer,Associate/Mid-Level,15-21,Full-time,Python
531,München,Data Engineer,Associate/Mid-Level,8-14,Full-time,Python
532,München,Other,Associate/Mid-Level,8-14,Full-time,Python
533,Berlin,Data Scientist,Senior,15-21,Full-time,Python
534,München,Data Engineer,Associate/Mid-Level,15-21,Full-time,Python
536,Frankfurt am Main,Data Analyst,Associate/Mid-Level,0-7,Full-time,-
538,Zweibrücken,Other,Associate/Mid-Level,15-21,-,Python
539,Köln,Research Scientist,Associate/Mid-Level,0-7,Full-time,-
540,München,Data Scientist,Entry level,0-7,-,Python
541,Freiburg,Other,Associate/Mid-Level,22-28,Full-time,-
542,Hamburg,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
543,Frankfurt am Main,Data Scientist,Entry level,0-7,Full-time,-
544,Obersontheim,Data Scientist,Entry level,29+,Full-time,-
545,Bremen,AI Engineer,Associate/Mid-Level,0-7,Full-time,Python
546,Berlin,Data Engineer,Associate/Mid-Level,22-28,Full-time,-
547,München,Machine Learning Engineer,Associate/Mid-Level,29+,Full-time,Python
548,Mainz,Data Engineer,Associate/Mid-Level,8-14,Full-time,Python
550,Immenstadt,Other,Associate/Mid-Level,29+,Full-time,Python
551,Heilbronn,Machine Learning Engineer,Senior,29+,Full-time,Python
552,Hamburg,Data Analyst,Associate/Mid-Level,29+,-,Python
553,Berlin,AI/ML Specialist,Entry level,8-14,Full-time,-
554,Attenkirchen,AI/ML Specialist,Entry level,29+,-,Python
555,Bremen,Other,Associate/Mid-Level,15-21,Full-time,Python
556,Berlin,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
557,Berlin,Other,Director,8-14,Full-time,-
558,München,Data Engineer,Associate/Mid-Level,29+,Full-time,Python
559,Deutschland,Data Engineer,Associate/Mid-Level,0-7,Full-time,Python
560,Berlin,Other,Director,29+,Full-time,-
561,Bonn,Data Scientist,Senior,22-28,Full-time,Python
563,Oldenburg,AI Engineer,Entry level,29+,Full-time,-
565,Fellbach,Data Analyst,Associate/Mid-Level,22-28,Full-time,-
566,Bonn,Data Engineer,Associate/Mid-Level,8-14,Full-time,Python
567,Berlin,Data Scientist,Entry level,22-28,Full-time,Python
568,Potsdam,Data Scientist,Associate/Mid-Level,15-21,-,Python
569,Hamburg,Data Analyst,Associate/Mid-Level,15-21,Full-time,Python
570,Deutschland,Machine Learning Engineer,Director,0-7,-,Python
572,Köln,AI Engineer,Associate/Mid-Level,0-7,Full-time,Python
573,München,Other,Entry level,8-14,Full-time,-
574,Braunschweig,Business Intelligence (BI),Associate/Mid-Level,29+,Full-time,Python
575,Köln,Data Engineer,Entry level,0-7,Full-time,Python
576,Mannheim,Data Scientist,Director,0-7,Full-time,Python
577,München,Other,Director,0-7,Full-time,-
578,München,Other,Entry level,0-7,-,Python
579,Aachen,Other,Postdoc,15-21,Full-time,-
580,Hamburg,Other,Associate/Mid-Level,29+,Full-time,-
581,Gütersloh,Data Engineer,Entry level,29+,Full-time,-
583,Sankt Augustin,Other,Associate/Mid-Level,29+,Full-time,-
584,München,Other,Entry level,22-28,-,Python
585,München,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
586,Deutschland,Other,Associate/Mid-Level,0-7,Full-time,-
587,Berlin,Data Scientist,Senior,8-14,Full-time,Python
588,München,Data Scientist,Entry level,29+,-,Python
592,München,Other,Associate/Mid-Level,29+,Full-time,-
593,Berlin,AI/ML Specialist,Associate/Mid-Level,29+,Full-time,-
594,Kempten,Data Scientist,Entry level,29+,-,Python
596,Berlin,Other,Associate/Mid-Level,0-7,Full-time,Python
597,Deutschland,Other,Associate/Mid-Level,0-7,Full-time,-
598,Deutschland,Business Intelligence (BI),Associate/Mid-Level,22-28,Full-time,-
600,München,Data Analyst,Associate/Mid-Level,8-14,Full-time,Python
601,Berlin,Other,Senior,8-14,Full-time,-
602,München,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
603,Berlin,Other,Associate/Mid-Level,8-14,Full-time,Python
604,Bremen,AI Engineer,Associate/Mid-Level,0-7,Full-time,Python
605,Stuttgart,Data Scientist,Entry level,22-28,Full-time,Python
606,Hamburg,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
607,Köln,Other,Associate/Mid-Level,29+,Full-time,-
608,Stuttgart,Data Engineer,Entry level,22-28,Full-time,Python
609,München,Data Analyst,Associate/Mid-Level,0-7,Full-time,-
610,Offingen,Data Scientist,Entry level,29+,Full-time,-
611,Berlin,Data Analyst,Associate/Mid-Level,0-7,Full-time,-
612,Frankfurt am Main,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
614,Garching,Data Scientist,Senior,29+,Full-time,Python
616,Berlin,Other,Director,15-21,Full-time,-
617,Berlin,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
618,Essen,Data Analyst,Associate/Mid-Level,29+,Full-time,-
619,München,Data Scientist,Senior,15-21,Full-time,Python
620,Köln,Business Intelligence (BI),Entry level,29+,-,Python
621,Hamburg,Other,Associate/Mid-Level,22-28,Full-time,-
622,Karlsruhe,AI/ML Specialist,Associate/Mid-Level,22-28,Full-time,Python
624,Oldenburg,Data Engineer,Entry level,29+,Full-time,Python
625,Berlin,AI/ML Specialist,Associate/Mid-Level,15-21,Full-time,-
626,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,Full-time,Python
627,München,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
628,Bonn,Data Analyst,Associate/Mid-Level,0-7,Full-time,-
629,Hannover,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
630,Karlsruhe,Data Analyst,Associate/Mid-Level,22-28,Full-time,Python
631,Köln,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
632,München,AI/ML Specialist,Entry level,15-21,-,Python
633,Gerlingen,Business Intelligence (BI),Entry level,0-7,Full-time,Python
634,Hamburg,Other,Associate/Mid-Level,8-14,Full-time,-
635,Baden-Württemberg,Other,Associate/Mid-Level,15-21,Full-time,-
636,Hamburg,Data Analyst,Associate/Mid-Level,8-14,Full-time,Python
637,Berlin,Data Scientist,Director,29+,Full-time,Python
639,Grünheide,Other,Associate/Mid-Level,0-7,-,Python
640,Salzgitter,Other,Associate/Mid-Level,0-7,Full-time,Python
641,Kempten,Data Scientist,Entry level,29+,-,Python
643,Frankfurt am Main,Other,Entry level,0-7,Full-time,-
644,München,Other,Associate/Mid-Level,29+,Full-time,Python
645,München,Business Intelligence (BI),Associate/Mid-Level,22-28,Full-time,-
646,Hamburg,Other,Associate/Mid-Level,0-7,Full-time,Python
647,Hechingen,Other,Entry level,0-7,-,Python
649,Ludwigshafen,Other,Entry level,8-14,-,Python
650,Berlin,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
651,Frankfurt am Main,Other,Director,0-7,Full-time,-
652,Verl,Other,Entry level,0-7,Full-time,Python
653,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,Full-time,Python
655,Köln,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
656,Ulm,Data Scientist,Entry level,22-28,Full-time,Python
657,Deutschland,Other,Associate/Mid-Level,29+,Full-time,Python
658,Hannover,Other,Entry level,8-14,Full-time,-
659,Frankfurt am Main,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
660,Köln,Business Intelligence (BI),Associate/Mid-Level,15-21,Full-time,-
661,Heidelberg,Machine Learning Engineer,Associate/Mid-Level,0-7,Full-time,Python
662,Hamburg,Data Analyst,Associate/Mid-Level,0-7,Full-time,Python
663,Gerlingen,Business Intelligence (BI),Entry level,0-7,Full-time,Python
664,Frankfurt am Main,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
665,Berlin,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
668,Stuttgart,Data Engineer,Entry level,29+,Full-time,-
669,Berlin,Other,Associate/Mid-Level,29+,Full-time,Python
670,Deutschland,Other,Associate/Mid-Level,0-7,-,Python
671,Nürnberg,Data Analyst,Associate/Mid-Level,0-7,Full-time,-
672,Regensburg,Other,Director,0-7,Full-time,-
673,München,Data Engineer,Associate/Mid-Level,29+,Full-time,Python
674,Berlin,AI Engineer,Director,15-21,Full-time,Python
675,München,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
676,München,Other,Associate/Mid-Level,0-7,Full-time,-
677,Stuttgart,Data Analyst,Associate/Mid-Level,15-21,Full-time,-
678,Köln,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
679,München,Other,Associate/Mid-Level,15-21,Full-time,-
680,Köln,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
681,Hamburg,Data Engineer,Associate/Mid-Level,29+,Full-time,Python
683,Sankt Augustin,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
684,München,AI/ML Specialist,Entry level,29+,Full-time,Python
686,München,Data Scientist,Senior,29+,Full-time,Python
687,Freiburg,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
688,Garching,Research Scientist,Associate/Mid-Level,0-7,Full-time,-
689,Nürnberg,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
690,München,Data Scientist,Associate/Mid-Level,0-7,Full-time,-
691,Berlin,Data Scientist,Senior,29+,Full-time,Python
692,Konstanz,Data Scientist,Entry level,29+,Full-time,Python
693,Berlin,Data Scientist,Senior,0-7,Full-time,Python
694,Köln,Data Scientist,Senior,29+,Full-time,-
695,Düsseldorf,Machine Learning Engineer,Associate/Mid-Level,0-7,Full-time,Python
696,Schwalbach,Other,Entry level,29+,Full-time,-
697,Ebermannstadt,Research Scientist,Associate/Mid-Level,0-7,Full-time,-
699,Ingolstadt,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
700,Berlin,Data Scientist,Senior,15-21,Full-time,Python
701,Berlin,Data Engineer,Associate/Mid-Level,0-7,Full-time,Python
702,Berlin,Other,Associate/Mid-Level,29+,Full-time,-
703,München,Business Intelligence (BI),Entry level,0-7,Full-time,Python
704,Hamburg,Data Consultant,Associate/Mid-Level,15-21,Full-time,-
705,Darmstadt,Other,Associate/Mid-Level,8-14,Full-time,-
706,Hamburg,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
707,Köln,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
708,München,Other,Entry level,0-7,Full-time,Python
709,Leipzig,Business Intelligence (BI),Associate/Mid-Level,29+,Full-time,-
710,München,Data Analyst,Associate/Mid-Level,0-7,Full-time,Python
711,Berlin,Machine Learning Engineer,Entry level,0-7,Full-time,Python
712,Stuttgart,AI Engineer,Associate/Mid-Level,29+,Full-time,Python
713,Köln,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
714,Deutschland,Business Intelligence (BI),Entry level,29+,-,Python
715,Deutschland,AI/ML Specialist,Director,22-28,Full-time,-
717,Karlsruhe,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
718,Stuttgart,Data Scientist,Associate/Mid-Level,29+,-,Python
719,Gunzenhausen,Other,Associate/Mid-Level,8-14,Full-time,Python
721,Berlin,Business Intelligence (BI),Entry level,8-14,Full-time,-
722,Hamburg,Data Scientist,Associate/Mid-Level,29+,Full-time,-
723,Heidelberg,Research Scientist,Associate/Mid-Level,15-21,Full-time,-
724,Duisburg,Other,Entry level,29+,Full-time,Python
725,Deutschland,Data Scientist,Senior,0-7,Full-time,Python
726,Berlin,Other,Entry level,0-7,Full-time,-
728,Deutschland,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
729,Leipzig,Data Scientist,Entry level,22-28,Full-time,Python
731,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
733,Berlin,Other,Senior,22-28,Full-time,Python
734,Stuttgart,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
735,München,Data Scientist,Entry level,0-7,Full-time,Python
737,Düsseldorf,Other,Senior,0-7,Full-time,Python
738,München,Other,Associate/Mid-Level,22-28,-,Python
739,Hamburg,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
740,Hamburg,Data Scientist,Associate/Mid-Level,8-14,Full-time,Python
741,Frankfurt am Main,Data Engineer,Associate/Mid-Level,29+,Full-time,Python
742,Stuttgart,Data Engineer,Associate/Mid-Level,15-21,Full-time,Python
744,Hamburg,Data Engineer,Associate/Mid-Level,29+,Full-time,Python
745,Stuttgart,Research Scientist,Associate/Mid-Level,22-28,Full-time,Python
746,München,Machine Learning Engineer,Entry level,8-14,-,Python
747,München,Data Scientist,Entry level,0-7,Full-time,Python
748,Karlsruhe,Data Scientist,Senior,29+,Full-time,Python
749,Bielefeld,Data Analyst,Entry level,15-21,Full-time,Python
750,Düsseldorf,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
751,Berlin,Business Intelligence (BI),Associate/Mid-Level,22-28,Full-time,Python
752,Biberach an der Riß,Data Scientist,Entry level,8-14,Full-time,-
754,Berlin,Data Scientist,Associate/Mid-Level,15-21,Full-time,Python
755,Stuttgart,Data Scientist,Associate/Mid-Level,29+,Full-time,Python
756,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,Full-time,Python
757,Berlin,Other,Director,8-14,Full-time,-
758,Berlin,Other,Associate/Mid-Level,29+,Full-time,-
759,Berlin,Data Engineer,Associate/Mid-Level,8-14,Full-time,Python
760,Würzburg,AI Engineer,Associate/Mid-Level,29+,Full-time,-
762,Berlin,AI Engineer,Senior,8-14,Full-time,Python
763,Stuttgart,Data Engineer,Entry level,0-7,Full-time,Python
764,Frankfurt am Main,Other,Entry level,15-21,Full-time,-
765,München,AI/ML Specialist,Associate/Mid-Level,8-14,Full-time,Python
766,Burgdorf,AI Engineer,Associate/Mid-Level,0-7,Full-time,Python
767,Köln,Data Engineer,Entry level,0-7,Full-time,Python
768,Vallendar,Other,Associate/Mid-Level,29+,Full-time,-
769,Urbar,Other,Associate/Mid-Level,29+,Full-time,-
770,Deutschland,Data Analyst,Senior,22-28,Full-time,-
772,München,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
773,Hamburg,Data Analyst,Associate/Mid-Level,0-7,Full-time,-
775,München,Other,Entry level,15-21,-,Python
776,Frankfurt am Main,Other,Director,29+,Full-time,Python
777,Gießen,Other,Associate/Mid-Level,29+,Full-time,-
778,München,Data Scientist,Entry level,29+,-,Python
779,Büren,Business Intelligence (BI),Entry level,22-28,Full-time,-
780,Berlin,Data Scientist,Senior,29+,Full-time,Python
781,Berlin,Machine Learning Engineer,Director,29+,Full-time,Python
782,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,Full-time,Python
783,Köln,Other,Associate/Mid-Level,15-21,Full-time,-
784,Ulm,Data Engineer,Entry level,0-7,-,Python
786,Deutschland,Machine Learning Engineer,Senior,22-28,Full-time,Python
787,Würzburg,Data Analyst,Associate/Mid-Level,0-7,Full-time,-
789,Köln,Other,Associate/Mid-Level,29+,Full-time,-
791,Berlin,AI/ML Specialist,Senior,22-28,Full-time,Python
792,Ulm,Data Scientist,Associate/Mid-Level,22-28,Full-time,-
793,Darmstadt,Other,Senior,8-14,Full-time,-
794,Berlin,Machine Learning Engineer,Director,29+,Full-time,Python
795,Frankfurt am Main,AI/ML Specialist,Entry level,8-14,Full-time,-
799,Fürth,Data Scientist,Associate/Mid-Level,N/A,-,Python
800,Penzberg,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
801,Neuherberg,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
803,Gotha,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
805,Karlsruhe,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
806,Hamburg,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
807,Siegen,Data Scientist,Associate/Mid-Level,N/A,-,Python
810,Hamburg,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
811,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,Python
812,Königstein im Taunus,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
815,Hamburg,Other,Entry level,N/A,-,Python
817,Düsseldorf,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
818,Dresden,Data Scientist,Entry level,N/A,-,Python
819,Hamburg,Data Scientist,Associate/Mid-Level,0-7,Full-time,Python
820,Heidelberg,Data Scientist,Associate/Mid-Level,N/A,Full-time,-
821,Düsseldorf,Data Engineer,Entry level,N/A,Full-time,-
824,Aachen,Data Scientist,Entry level,N/A,-,Python
825,Köln,Data Scientist,Entry level,N/A,Full-time,Python
826,Bayern,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
827,Wiesbaden,Data Scientist,Associate/Mid-Level,N/A,-,Python
828,Frankfurt am Main,Data Scientist,Entry level,N/A,Full-time,Python
829,Lingen,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
830,Karlsruhe,Data Scientist,Associate/Mid-Level,N/A,Full-time,Python
831,Starnberg,Data Scientist,Associate/Mid-Level,N/A,-,Python
